LOCATION,TIME,Value
MEX,1994,3.375117
MEX,1995,6.419425
MEX,1996,7.599448
MEX,1997,7.91846
MEX,1998,9.136042
MEX,1999,9.560398
MEX,2000,9.455558
MEX,2001,9.342342
MEX,2002,9.655958
MEX,2003,10.789019
MEX,2004,11.285967
MEX,2005,10.897892
MEX,2006,10.899242
MEX,2007,10.928192
MEX,2008,11.129717
MEX,2009,13.513475
MEX,2010,12.636008
MEX,2011,12.423325
MEX,2012,13.169458
MEX,2013,12.771992
MEX,2014,13.29245
MEX,2015,15.848267
MEX,2016,18.664058
MEX,2017,18.926517
MEX,2018,19.244342
MEX,2019,19.263633
NLD,1950,1.724365
NLD,1951,1.724365
NLD,1952,1.724365
NLD,1953,1.724365
NLD,1954,1.724365
NLD,1955,1.724365
NLD,1956,1.724365
NLD,1957,1.724365
NLD,1958,1.724365
NLD,1959,1.724365
NLD,1960,1.724365
NLD,1961,1.656298
NLD,1962,1.642684
NLD,1963,1.642684
NLD,1964,1.642684
NLD,1965,1.642684
NLD,1966,1.642684
NLD,1967,1.642684
NLD,1968,1.642684
NLD,1969,1.642684
NLD,1970,1.642684
NLD,1971,1.595982
NLD,1972,1.456408
NLD,1973,1.268565
NLD,1974,1.219935
NLD,1975,1.147606
NLD,1976,1.199768
NLD,1977,1.11369
NLD,1978,0.981791
NLD,1979,0.910279
NLD,1980,0.902168
NLD,1981,1.132272
NLD,1982,1.211688
NLD,1983,1.295145
NLD,1984,1.456037
NLD,1985,1.507186
NLD,1986,1.111773
NLD,1987,0.919223
NLD,1988,0.896934
NLD,1989,0.962349
NLD,1990,0.826307
NLD,1991,0.848418
NLD,1992,0.797957
NLD,1993,0.842808
NLD,1994,0.825878
NLD,1995,0.728624
NLD,1996,0.765027
NLD,1997,0.885448
NLD,1998,0.900179
NLD,1999,0.938283
NLD,2000,1.082705
NLD,2001,1.116533
NLD,2002,1.057559
NLD,2003,0.884048
NLD,2004,0.803922
NLD,2005,0.8038
NLD,2006,0.796433
NLD,2007,0.729672
NLD,2008,0.679923
NLD,2009,0.716958
NLD,2010,0.754309
NLD,2011,0.718414
NLD,2012,0.778338
NLD,2013,0.752945
NLD,2014,0.752728
NLD,2015,0.901296
NLD,2016,0.903421
NLD,2017,0.885206
NLD,2018,0.846773
NLD,2019,0.893276
NZL,1950,0.714288
NZL,1951,0.714288
NZL,1952,0.714288
NZL,1953,0.714288
NZL,1954,0.714288
NZL,1955,0.714288
NZL,1956,0.714288
NZL,1957,0.714288
NZL,1958,0.714288
NZL,1959,0.714288
NZL,1960,0.714288
NZL,1961,0.715514
NZL,1962,0.719194
NZL,1963,0.719194
NZL,1964,0.719194
NZL,1965,0.719194
NZL,1966,0.719194
NZL,1967,0.733666
NZL,1968,0.892857
NZL,1969,0.892857
NZL,1970,0.892857
NZL,1971,0.880607
NZL,1972,0.83668
NZL,1973,0.736812
NZL,1974,0.715403
NZL,1975,0.832307
NZL,1976,1.004889
NZL,1977,1.030312
NZL,1978,0.964425
NZL,1979,0.978502
NZL,1980,1.02668
NZL,1981,1.152795
NZL,1982,1.332608
NZL,1983,1.496773
NZL,1984,1.763992
NZL,1985,2.023372
NZL,1986,1.913161
NZL,1987,1.694561
NZL,1988,1.526401
NZL,1989,1.672148
NZL,1990,1.676203
NZL,1991,1.733514
NZL,1992,1.861792
NZL,1993,1.850513
NZL,1994,1.686522
NZL,1995,1.523877
NZL,1996,1.454848
NZL,1997,1.512421
NZL,1998,1.868249
NZL,1999,1.889614
NZL,2000,2.201149
NZL,2001,2.378751
NZL,2002,2.162191
NZL,2003,1.722099
NZL,2004,1.508681
NZL,2005,1.420273
NZL,2006,1.542056
NZL,2007,1.360675
NZL,2008,1.422727
NZL,2009,1.600877
NZL,2010,1.387834
NZL,2011,1.265811
NZL,2012,1.234284
NZL,2013,1.219408
NZL,2014,1.205433
NZL,2015,1.433975
NZL,2016,1.436525
NZL,2017,1.407408
NZL,2018,1.445258
NZL,2019,1.517875
NOR,1950,7.14286
NOR,1951,7.14286
NOR,1952,7.14286
NOR,1953,7.14286
NOR,1954,7.14286
NOR,1955,7.14286
NOR,1956,7.14286
NOR,1957,7.14286
NOR,1958,7.14286
NOR,1959,7.14286
NOR,1960,7.14286
NOR,1961,7.14286
NOR,1962,7.14286
NOR,1963,7.14286
NOR,1964,7.14286
NOR,1965,7.14286
NOR,1966,7.14286
NOR,1967,7.14286
NOR,1968,7.14286
NOR,1969,7.14286
NOR,1970,7.14286
NOR,1971,7.055905
NOR,1972,6.588249
NOR,1973,5.765833
NOR,1974,5.539708
NOR,1975,5.226942
NOR,1976,5.456517
NOR,1977,5.3235
NOR,1978,5.24225
NOR,1979,5.064067
NOR,1980,4.939225
NOR,1981,5.739508
NOR,1982,6.454033
NOR,1983,7.296367
NOR,1984,8.161458
NOR,1985,8.597233
NOR,1986,7.394742
NOR,1987,6.73745
NOR,1988,6.516983
NOR,1989,6.9045
NOR,1990,6.259742
NOR,1991,6.482943
NOR,1992,6.214501
NOR,1993,7.094129
NOR,1994,7.057584
NOR,1995,6.335157
NOR,1996,6.449808
NOR,1997,7.073401
NOR,1998,7.545097
NOR,1999,7.799172
NOR,2000,8.801842
NOR,2001,8.991654
NOR,2002,7.983779
NOR,2003,7.080217
NOR,2004,6.740833
NOR,2005,6.4425
NOR,2006,6.413333
NOR,2007,5.861667
NOR,2008,5.64
NOR,2009,6.288333
NOR,2010,6.044167
NOR,2011,5.604607
NOR,2012,5.8175
NOR,2013,5.875
NOR,2014,6.301667
NOR,2015,8.064167
NOR,2016,8.4
NOR,2017,8.271667
NOR,2018,8.1325
NOR,2019,8.8
POL,1950,0.0004
POL,1951,0.0004
POL,1952,0.0004
POL,1953,0.0004
POL,1954,0.0004
POL,1955,0.0004
POL,1956,0.0004
POL,1957,0.0004
POL,1958,0.0004
POL,1959,0.0004
POL,1960,0.0004
POL,1961,0.0004
POL,1962,0.0004
POL,1963,0.0004
POL,1964,0.0004
POL,1965,0.0004
POL,1966,0.0004
POL,1967,0.0004
POL,1968,0.0004
POL,1969,0.0004
POL,1970,0.0004
POL,1971,0.000389
POL,1972,0.000368
POL,1973,0.000335
POL,1974,0.000332
POL,1975,0.000332
POL,1976,0.000332
POL,1977,0.000332
POL,1978,0.000581
POL,1979,0.00332
POL,1980,0.004422
POL,1981,0.005115
POL,1982,0.008482
POL,1983,0.009155
POL,1984,0.011324
POL,1985,0.014714
POL,1986,0.017529
POL,1987,0.026508
POL,1988,0.043055
POL,1989,0.143918
POL,1990,0.95
POL,1991,1.057606
POL,1992,1.362643
POL,1993,1.811497
POL,1994,2.272277
POL,1995,2.424983
POL,1996,2.6961
POL,1997,3.279292
POL,1998,3.4754
POL,1999,3.967108
POL,2000,4.346075
POL,2001,4.0939
POL,2002,4.080033
POL,2003,3.889075
POL,2004,3.657642
POL,2005,3.235483
POL,2006,3.103158
POL,2007,2.76795
POL,2008,2.409242
POL,2009,3.120142
POL,2010,3.0153
POL,2011,2.962848
POL,2012,3.256542
POL,2013,3.160617
POL,2014,3.154542
POL,2015,3.7695
POL,2016,3.942783
POL,2017,3.779333
POL,2018,3.611717
POL,2019,3.839375
PRT,1950,0.143404
PRT,1951,0.143404
PRT,1952,0.143404
PRT,1953,0.143404
PRT,1954,0.143404
PRT,1955,0.143404
PRT,1956,0.143404
PRT,1957,0.143404
PRT,1958,0.143404
PRT,1959,0.143404
PRT,1960,0.143404
PRT,1961,0.143404
PRT,1962,0.143404
PRT,1963,0.143404
PRT,1964,0.143404
PRT,1965,0.143404
PRT,1966,0.143404
PRT,1967,0.143404
PRT,1968,0.143404
PRT,1969,0.143404
PRT,1970,0.143404
PRT,1971,0.14146
PRT,1972,0.134942
PRT,1973,0.122281
PRT,1974,0.126735
PRT,1975,0.127457
PRT,1976,0.150782
PRT,1977,0.190925
PRT,1978,0.219158
PRT,1979,0.244029
PRT,1980,0.249709
PRT,1981,0.306992
PRT,1982,0.396411
PRT,1983,0.552567
PRT,1984,0.730192
PRT,1985,0.849925
PRT,1986,0.746136
PRT,1987,0.702719
PRT,1988,0.718039
PRT,1989,0.785398
PRT,1990,0.71106
PRT,1991,0.720673
PRT,1992,0.673366
PRT,1993,0.802068
PRT,1994,0.827968
PRT,1995,0.753711
PRT,1996,0.769364
PRT,1997,0.874455
PRT,1998,0.898357
PRT,1999,0.938283
PRT,2000,1.082705
PRT,2001,1.116533
PRT,2002,1.057559
PRT,2003,0.884048
PRT,2004,0.803922
PRT,2005,0.8038
PRT,2006,0.796433
PRT,2007,0.729672
PRT,2008,0.679923
PRT,2009,0.716958
PRT,2010,0.754309
PRT,2011,0.718414
PRT,2012,0.778338
PRT,2013,0.752945
PRT,2014,0.752728
PRT,2015,0.901296
PRT,2016,0.903421
PRT,2017,0.885206
PRT,2018,0.846773
PRT,2019,0.893276
SVK,1993,1.021363
SVK,1994,1.063694
SVK,1995,0.986305
SVK,1996,1.017518
SVK,1997,1.115852
SVK,1998,1.169535
SVK,1999,1.372995
SVK,2000,1.528088
SVK,2001,1.605086
SVK,2002,1.504572
SVK,2003,1.220637
SVK,2004,1.070733
SVK,2005,1.029617
SVK,2006,0.985768
SVK,2007,0.819702
SVK,2008,0.709069
SVK,2009,0.716958
SVK,2010,0.754309
SVK,2011,0.718414
SVK,2012,0.778338
SVK,2013,0.752945
SVK,2014,0.752728
SVK,2015,0.901296
SVK,2016,0.903421
SVK,2017,0.885206
SVK,2018,0.846773
SVK,2019,0.893276
ESP,1950,0.239203
ESP,1951,0.238301
ESP,1952,0.238301
ESP,1953,0.238301
ESP,1954,0.234094
ESP,1955,0.234094
ESP,1956,0.234094
ESP,1957,0.248228
ESP,1958,0.25242
ESP,1959,0.306514
ESP,1960,0.360607
ESP,1961,0.360607
ESP,1962,0.360607
ESP,1963,0.360607
ESP,1964,0.360607
ESP,1965,0.360607
ESP,1966,0.360607
ESP,1967,0.370624
ESP,1968,0.420708
ESP,1969,0.420708
ESP,1970,0.420708
ESP,1971,0.417515
ESP,1972,0.386279
ESP,1973,0.35015
ESP,1974,0.346703
ESP,1975,0.345023
ESP,1976,0.402095
ESP,1977,0.45654
ESP,1978,0.460783
ESP,1979,0.403429
ESP,1980,0.430937
ESP,1981,0.554865
ESP,1982,0.660267
ESP,1983,0.862031
ESP,1984,0.966193
ESP,1985,1.021986
ESP,1986,0.841708
ESP,1987,0.74212
ESP,1988,0.7001
ESP,1989,0.711464
ESP,1990,0.612635
ESP,1991,0.624521
ESP,1992,0.615311
ESP,1993,0.764851
ESP,1994,0.805104
ESP,1995,0.749396
ESP,1996,0.761251
ESP,1997,0.879964
ESP,1998,0.897884
ESP,1999,0.938283
ESP,2000,1.082705
ESP,2001,1.116533
ESP,2002,1.057559
ESP,2003,0.884048
ESP,2004,0.803922
ESP,2005,0.8038
ESP,2006,0.796433
ESP,2007,0.729672
ESP,2008,0.679923
ESP,2009,0.716958
ESP,2010,0.754309
ESP,2011,0.718414
ESP,2012,0.778338
ESP,2013,0.752945
ESP,2014,0.752728
ESP,2015,0.901296
ESP,2016,0.903421
ESP,2017,0.885206
ESP,2018,0.846773
ESP,2019,0.893276
SWE,1950,5.172771
SWE,1951,5.17321
SWE,1952,5.17321
SWE,1953,5.17321
SWE,1954,5.17321
SWE,1955,5.17321
SWE,1956,5.17321
SWE,1957,5.17321
SWE,1958,5.17321
SWE,1959,5.17321
SWE,1960,5.17321
SWE,1961,5.17321
SWE,1962,5.17321
SWE,1963,5.17321
SWE,1964,5.17321
SWE,1965,5.17321
SWE,1966,5.17321
SWE,1967,5.17321
SWE,1968,5.17321
SWE,1969,5.17321
SWE,1970,5.17321
SWE,1971,5.125905
SWE,1972,4.762417
SWE,1973,4.36725
SWE,1974,4.439425
SWE,1975,4.152192
SWE,1976,4.355892
SWE,1977,4.481642
SWE,1978,4.518475
SWE,1979,4.287083
SWE,1980,4.229575
SWE,1981,5.063442
SWE,1982,6.282608
SWE,1983,7.667108
SWE,1984,8.2718
SWE,1985,8.603925
SWE,1986,7.123583
SWE,1987,6.340442
SWE,1988,6.12715
SWE,1989,6.446876
SWE,1990,5.91879
SWE,1991,6.047467
SWE,1992,5.823833
SWE,1993,7.783427
SWE,1994,7.71597
SWE,1995,7.133268
SWE,1996,6.705956
SWE,1997,7.634894
SWE,1998,7.949868
SWE,1999,8.262428
SWE,2000,9.162244
SWE,2001,10.329136
SWE,2002,9.737123
SWE,2003,8.086304
SWE,2004,7.348887
SWE,2005,7.473088
SWE,2006,7.378249
SWE,2007,6.75877
SWE,2008,6.591099
SWE,2009,7.653819
SWE,2010,7.207524
SWE,2011,6.493543
SWE,2012,6.775016
SWE,2013,6.513972
SWE,2014,6.860785
SWE,2015,8.434841
SWE,2016,8.561992
SWE,2017,8.548861
SWE,2018,8.692518
SWE,2019,9.458349
CHE,1950,4.37295
CHE,1951,4.37295
CHE,1952,4.37295
CHE,1953,4.37295
CHE,1954,4.37295
CHE,1955,4.37295
CHE,1956,4.37295
CHE,1957,4.37295
CHE,1958,4.37295
CHE,1959,4.37295
CHE,1960,4.37295
CHE,1961,4.37295
CHE,1962,4.37295
CHE,1963,4.37295
CHE,1964,4.37295
CHE,1965,4.37295
CHE,1966,4.37295
CHE,1967,4.37295
CHE,1968,4.37295
CHE,1969,4.37295
CHE,1970,4.37295
CHE,1971,4.133854
CHE,1972,3.81925
CHE,1973,3.164833
CHE,1974,2.97925
CHE,1975,2.581283
CHE,1976,2.499642
CHE,1977,2.403525
CHE,1978,1.788025
CHE,1979,1.662725
CHE,1980,1.675708
CHE,1981,1.964242
CHE,1982,2.030275
CHE,1983,2.099142
CHE,1984,2.349683
CHE,1985,2.457125
CHE,1986,1.798917
CHE,1987,1.491192
CHE,1988,1.4633
CHE,1989,1.635925
CHE,1990,1.389158
CHE,1991,1.433992
CHE,1992,1.406218
CHE,1993,1.477617
CHE,1994,1.367693
CHE,1995,1.182469
CHE,1996,1.23601
CHE,1997,1.451313
CHE,1998,1.449813
CHE,1999,1.502155
CHE,2000,1.688843
CHE,2001,1.687615
CHE,2002,1.558607
CHE,2003,1.346651
CHE,2004,1.243496
CHE,2005,1.245177
CHE,2006,1.253843
CHE,2007,1.200366
CHE,2008,1.08309
CHE,2009,1.088142
CHE,2010,1.042906
CHE,2011,0.888042
CHE,2012,0.937684
CHE,2013,0.926904
CHE,2014,0.916151
CHE,2015,0.962381
CHE,2016,0.985394
CHE,2017,0.984692
CHE,2018,0.977883
CHE,2019,0.993841
TUR,1950,2.8
TUR,1951,2.8
TUR,1952,2.8
TUR,1953,2.8
TUR,1954,2.8
TUR,1955,2.8
TUR,1956,2.8
TUR,1957,0.233336
TUR,1958,0.000005
TUR,1959,0.000009
TUR,1960,0.000009
TUR,1961,0.000009
TUR,1962,0.000009
TUR,1963,0.000009
TUR,1964,0.000009
TUR,1965,0.000009
TUR,1966,0.000009
TUR,1967,0.000009
TUR,1968,0.000009
TUR,1969,0.000009
TUR,1970,0.000011
TUR,1971,0.000015
TUR,1972,0.000014
TUR,1973,0.000014
TUR,1974,0.000014
TUR,1975,0.000014
TUR,1976,0.000016
TUR,1977,0.000018
TUR,1978,0.000024
TUR,1979,0.000031
TUR,1980,0.000076
TUR,1981,0.000111
TUR,1982,0.000163
TUR,1983,0.000225
TUR,1984,0.000367
TUR,1985,0.000522
TUR,1986,0.000675
TUR,1987,0.000857
TUR,1988,0.001422
TUR,1989,0.002122
TUR,1990,0.002609
TUR,1991,0.004172
TUR,1992,0.006872
TUR,1993,0.010985
TUR,1994,0.029609
TUR,1995,0.045845
TUR,1996,0.081405
TUR,1997,0.151865
TUR,1998,0.260724
TUR,1999,0.418783
TUR,2000,0.625219
TUR,2001,1.225588
TUR,2002,1.507226
TUR,2003,1.500885
TUR,2004,1.425537
TUR,2005,1.343583
TUR,2006,1.428453
TUR,2007,1.302931
TUR,2008,1.301522
TUR,2009,1.54996
TUR,2010,1.502849
TUR,2011,1.674955
TUR,2012,1.796001
TUR,2013,1.903768
TUR,2014,2.188542
TUR,2015,2.720009
TUR,2016,3.020135
TUR,2017,3.648133
TUR,2018,4.82837
TUR,2019,5.673819
GBR,1950,0.357143
GBR,1951,0.357143
GBR,1952,0.357143
GBR,1953,0.357143
GBR,1954,0.357143
GBR,1955,0.357143
GBR,1956,0.357143
GBR,1957,0.357143
GBR,1958,0.357143
GBR,1959,0.357143
GBR,1960,0.357143
GBR,1961,0.357143
GBR,1962,0.357143
GBR,1963,0.357143
GBR,1964,0.357143
GBR,1965,0.357143
GBR,1966,0.357143
GBR,1967,0.362103
GBR,1968,0.416667
GBR,1969,0.416667
GBR,1970,0.416667
GBR,1971,0.41092
GBR,1972,0.40039
GBR,1973,0.408171
GBR,1974,0.427756
GBR,1975,0.452041
GBR,1976,0.55651
GBR,1977,0.573272
GBR,1978,0.521505
GBR,1979,0.472181
GBR,1980,0.430295
GBR,1981,0.497641
GBR,1982,0.572447
GBR,1983,0.659725
GBR,1984,0.751807
GBR,1985,0.779246
GBR,1986,0.682197
GBR,1987,0.611927
GBR,1988,0.56217
GBR,1989,0.611173
GBR,1990,0.563177
GBR,1991,0.567015
GBR,1992,0.569774
GBR,1993,0.666757
GBR,1994,0.653427
GBR,1995,0.633668
GBR,1996,0.640958
GBR,1997,0.610836
GBR,1998,0.603824
GBR,1999,0.618057
GBR,2000,0.660931
GBR,2001,0.694655
GBR,2002,0.667223
GBR,2003,0.612472
GBR,2004,0.54618
GBR,2005,0.549998
GBR,2006,0.543487
GBR,2007,0.499772
GBR,2008,0.543966
GBR,2009,0.641919
GBR,2010,0.647179
GBR,2011,0.624141
GBR,2012,0.633047
GBR,2013,0.639661
GBR,2014,0.60773
GBR,2015,0.654545
GBR,2016,0.740634
GBR,2017,0.776977
GBR,2018,0.749532
GBR,2019,0.783445
USA,1950,1
USA,1951,1
USA,1952,1
USA,1953,1
USA,1954,1
USA,1955,1
USA,1956,1
USA,1957,1
USA,1958,1
USA,1959,1
USA,1960,1
USA,1961,1
USA,1962,1
USA,1963,1
USA,1964,1
USA,1965,1
USA,1966,1
USA,1967,1
USA,1968,1
USA,1969,1
USA,1970,1
USA,1971,1
USA,1972,1
USA,1973,1
USA,1974,1
USA,1975,1
USA,1976,1
USA,1977,1
USA,1978,1
USA,1979,1
USA,1980,1
USA,1981,1
USA,1982,1
USA,1983,1
USA,1984,1
USA,1985,1
USA,1986,1
USA,1987,1
USA,1988,1
USA,1989,1
USA,1990,1
USA,1991,1
USA,1992,1
USA,1993,1
USA,1994,1
USA,1995,1
USA,1996,1
USA,1997,1
USA,1998,1
USA,1999,1
USA,2000,1
USA,2001,1
USA,2002,1
USA,2003,1
USA,2004,1
USA,2005,1
USA,2006,1
USA,2007,1
USA,2008,1
USA,2009,1
USA,2010,1
USA,2011,1
USA,2012,1
USA,2013,1
USA,2014,1
USA,2015,1
USA,2016,1
USA,2017,1
USA,2018,1
USA,2019,1
BRA,1950,0
BRA,1951,0
BRA,1952,0
BRA,1953,0
BRA,1954,0
BRA,1955,0
BRA,1956,0
BRA,1957,0
BRA,1958,0
BRA,1959,0
BRA,1960,0
BRA,1961,0
BRA,1962,0
BRA,1963,0
BRA,1964,0
BRA,1965,0
BRA,1966,0
BRA,1967,0
BRA,1968,0
BRA,1969,0
BRA,1970,0
BRA,1971,0
BRA,1972,0
BRA,1973,0
BRA,1974,0
BRA,1975,0
BRA,1976,0
BRA,1977,0
BRA,1978,0
BRA,1979,0
BRA,1980,0
BRA,1981,0
BRA,1982,0
BRA,1983,0
BRA,1984,0
BRA,1985,0
BRA,1986,0
BRA,1987,0
BRA,1988,0
BRA,1989,0.000001
BRA,1990,0.00003
BRA,1991,0.000176
BRA,1992,0.001953
BRA,1993,0.038277
BRA,1994,0.664684
BRA,1995,0.917667
BRA,1996,1.0051
BRA,1997,1.077992
BRA,1998,1.160517
BRA,1999,1.813933
BRA,2000,1.829423
BRA,2001,2.349632
BRA,2002,2.920363
BRA,2003,3.077475
BRA,2004,2.925119
BRA,2005,2.43439
BRA,2006,2.175327
BRA,2007,1.947058
BRA,2008,1.833767
BRA,2009,1.999428
BRA,2010,1.759227
BRA,2011,1.672829
BRA,2012,1.953069
BRA,2013,2.156089
BRA,2014,2.352952
BRA,2015,3.326904
BRA,2016,3.491313
BRA,2017,3.191389
BRA,2018,3.653825
BRA,2019,3.927342
CHL,1950,0.000048
CHL,1951,0.000056
CHL,1952,0.000062
CHL,1953,0.000071
CHL,1954,0.000092
CHL,1955,0.000162
CHL,1956,0.000336
CHL,1957,0.000521
CHL,1958,0.000705
CHL,1959,0.000944
CHL,1960,0.001049
CHL,1961,0.00105
CHL,1962,0.001058
CHL,1963,0.001622
CHL,1964,0.002307
CHL,1965,0.003157
CHL,1966,0.003851
CHL,1967,0.005068
CHL,1968,0.006876
CHL,1969,0.008618
CHL,1970,0.011278
CHL,1971,0.012209
CHL,1972,0.020835
CHL,1973,0.071642
CHL,1974,0.592826
CHL,1975,4.910417
CHL,1976,13.054167
CHL,1977,21.535833
CHL,1978,31.655833
CHL,1979,37.245833
CHL,1980,39
CHL,1981,39
CHL,1982,50.908333
CHL,1983,78.788333
CHL,1984,98.4775
CHL,1985,160.86
CHL,1986,192.93
CHL,1987,219.406667
CHL,1988,245.011667
CHL,1989,266.954167
CHL,1990,304.903333
CHL,1991,349.215833
CHL,1992,362.575833
CHL,1993,404.165833
CHL,1994,420.176667
CHL,1995,396.773333
CHL,1996,412.266667
CHL,1997,419.295
CHL,1998,460.2875
CHL,1999,508.776667
CHL,2000,539.5875
CHL,2001,634.938333
CHL,2002,688.936667
CHL,2003,691.3975
CHL,2004,609.529167
CHL,2005,559.7675
CHL,2006,530.275
CHL,2007,522.464167
CHL,2008,522.461036
CHL,2009,560.859895
CHL,2010,510.249167
CHL,2011,483.6675
CHL,2012,486.471303
CHL,2013,495.272878
CHL,2014,570.348216
CHL,2015,654.124084
CHL,2016,676.957736
CHL,2017,648.833793
CHL,2018,641.276813
CHL,2019,702.897423
CHN,1957,2.461809
CHN,1958,2.461809
CHN,1959,2.461809
CHN,1960,2.461809
CHN,1961,2.461809
CHN,1962,2.461809
CHN,1963,2.461809
CHN,1964,2.461809
CHN,1965,2.461809
CHN,1966,2.461809
CHN,1967,2.461809
CHN,1968,2.461809
CHN,1969,2.461809
CHN,1970,2.461809
CHN,1971,2.461809
CHN,1972,2.245066
CHN,1973,1.989416
CHN,1974,1.961107
CHN,1975,1.859823
CHN,1976,1.941415
CHN,1977,1.857823
CHN,1978,1.683589
CHN,1979,1.554939
CHN,1980,1.498386
CHN,1981,1.704542
CHN,1982,1.892542
CHN,1983,1.975675
CHN,1984,2.320042
CHN,1985,2.936658
CHN,1986,3.452792
CHN,1987,3.7221
CHN,1988,3.7221
CHN,1989,3.765108
CHN,1990,4.783208
CHN,1991,5.323392
CHN,1992,5.514592
CHN,1993,5.761958
CHN,1994,8.618743
CHN,1995,8.351417
CHN,1996,8.314175
CHN,1997,8.289817
CHN,1998,8.278958
CHN,1999,8.27825
CHN,2000,8.278504
CHN,2001,8.277068
CHN,2002,8.276958
CHN,2003,8.277037
CHN,2004,8.276801
CHN,2005,8.194317
CHN,2006,7.973438
CHN,2007,7.607532
CHN,2008,6.948655
CHN,2009,6.831416
CHN,2010,6.770269
CHN,2011,6.461461
CHN,2012,6.312333
CHN,2013,6.195758
CHN,2014,6.143434
CHN,2015,6.227489
CHN,2016,6.644478
CHN,2017,6.758755
CHN,2018,6.615957
CHN,2019,6.908385
COL,1950,1.96
